model_type_z3	variable	value_z3	z_score_z3	algorithm_z3	feature_z3	z_z3	seed_z3	model_type_z14	value_z14	z_score_z14	algorithm_z14	feature_z14	z_z14	seed_z14
real	Keratinocytes_FANTOM_2	-14.457	-14.4051	vae	2	3	908341	real	-3.38006	-4.097519999999999	vae	10	14	486191
real	Keratinocytes_FANTOM_2	2.23427	3.44141	vae	0	3	908341	real	-3.38006	-4.097519999999999	vae	10	14	486191
real	Hepatocytes_HPCA_3	-15.8482	-14.4708	vae	2	3	908341	real	-7.67086	-7.58332	vae	10	14	486191
real	Hepatocytes_HPCA_3	-6.23393	-0.724716	vae	1	3	908341	real	-7.67086	-7.58332	vae	10	14	486191
real	Hepatocytes_HPCA_3	5.93542	7.7911600000000005	vae	0	3	908341	real	-7.67086	-7.58332	vae	10	14	486191
real	Hepatocytes_FANTOM_1	-20.0635	-14.0771	vae	2	3	908341	real	-8.87473	-8.0629	vae	10	14	486191
real	Hepatocytes_FANTOM_1	-7.60162	0.344621	vae	1	3	908341	real	-8.87473	-8.0629	vae	10	14	486191
real	Hepatocytes_FANTOM_1	7.565989999999999	9.896410000000001	vae	0	3	908341	real	-8.87473	-8.0629	vae	10	14	486191
real	Epithelial-cells_ENCODE_1	-2.00698	-13.6934	vae	1	3	908341	real	-0.501464	-4.52008	vae	10	14	486191
real	Epithelial-cells_ENCODE_1	-1.8414599999999999	-9.64887	vae	2	3	908341	real	-0.501464	-4.52008	vae	10	14	486191
real	Epithelial-cells_ENCODE_1	0.347022	3.1566799999999997	vae	0	3	908341	real	-0.501464	-4.52008	vae	10	14	486191
real	Keratinocytes_HPCA_1	-4.586930000000001	-13.5224	vae	1	3	908341	real	-0.656738	-1.30279	vae	10	14	486191
real	Keratinocytes_HPCA_1	-4.11354	-13.1189	vae	2	3	908341	real	-0.656738	-1.30279	vae	10	14	486191
real	Keratinocytes_HPCA_1	0.6202880000000001	2.20978	vae	0	3	908341	real	-0.656738	-1.30279	vae	10	14	486191
real	Keratinocytes_ENCODE_2	-4.93917	-13.4691	vae	1	3	908341	real	-0.755834	-1.51121	vae	10	14	486191
real	Keratinocytes_ENCODE_2	-4.1502099999999995	-6.91839	vae	2	3	908341	real	-0.755834	-1.51121	vae	10	14	486191
real	Keratinocytes_ENCODE_2	0.9270139999999999	4.77466	vae	0	3	908341	real	-0.755834	-1.51121	vae	10	14	486191
real	Hepatocytes_HPCA_1	-15.7456	-13.1987	vae	2	3	908341	real	-8.01572	-8.375810000000001	vae	10	14	486191
real	Hepatocytes_HPCA_1	-6.37978	-0.267534	vae	1	3	908341	real	-8.01572	-8.375810000000001	vae	10	14	486191
real	Hepatocytes_HPCA_1	5.62075	9.17727	vae	0	3	908341	real	-8.01572	-8.375810000000001	vae	10	14	486191
real	Hepatocytes_FANTOM_3	-19.5767	-13.0039	vae	2	3	908341	real	-8.48933	-9.30092	vae	10	14	486191
real	Hepatocytes_FANTOM_3	-7.09187	-0.344279	vae	1	3	908341	real	-8.48933	-9.30092	vae	10	14	486191
real	Hepatocytes_FANTOM_3	7.45166	12.4902	vae	0	3	908341	real	-8.48933	-9.30092	vae	10	14	486191
real	Keratinocytes_FANTOM_1	-17.8414	-11.8875	vae	2	3	908341	real	-5.44994	-9.70889	vae	10	14	486191
real	Keratinocytes_FANTOM_1	-20.9455	-11.8193	vae	1	3	908341	real	-5.44994	-9.70889	vae	10	14	486191
real	Keratinocytes_FANTOM_1	1.8083099999999999	3.25316	vae	0	3	908341	real	-5.44994	-9.70889	vae	10	14	486191
real	Epithelial-cells_FANTOM_2	-8.62979	-11.7371	vae	1	3	908341	real	-2.3923900000000002	-5.23462	vae	10	14	486191
real	Epithelial-cells_FANTOM_2	-5.19436	-8.19178	vae	2	3	908341	real	-2.3923900000000002	-5.23462	vae	10	14	486191
real	Epithelial-cells_FANTOM_2	0.481943	2.2558700000000003	vae	0	3	908341	real	-2.3923900000000002	-5.23462	vae	10	14	486191
real	Neurons_FANTOM_3	-12.2411	-10.8156	vae	2	3	908341	real	-0.661255	1.90219	vae	10	14	486191
real	Neurons_FANTOM_3	-14.0686	-8.307030000000001	vae	0	3	908341	real	-0.661255	1.90219	vae	10	14	486191
real	Neurons_FANTOM_3	12.1416	11.1005	vae	1	3	908341	real	-0.661255	1.90219	vae	10	14	486191
real	Neurons_FANTOM_2	-15.6407	-10.7964	vae	0	3	908341	real	-0.733966	2.45265	vae	10	14	486191
real	Neurons_FANTOM_2	-12.8956	-6.75435	vae	2	3	908341	real	-0.733966	2.45265	vae	10	14	486191
real	Neurons_FANTOM_2	13.8091	12.6847	vae	1	3	908341	real	-0.733966	2.45265	vae	10	14	486191
real	Hepatocytes_HPCA_2	-16.7919	-10.561	vae	2	3	908341	real	-8.18408	-4.80048	vae	10	14	486191
real	Hepatocytes_HPCA_2	-7.187930000000001	0.13933800000000002	vae	1	3	908341	real	-8.18408	-4.80048	vae	10	14	486191
real	Hepatocytes_HPCA_2	6.33472	10.6291	vae	0	3	908341	real	-8.18408	-4.80048	vae	10	14	486191
real	Epithelial-cells_ENCODE_3	-11.5343	-10.1102	vae	1	3	908341	real	-2.86825	-2.78385	vae	10	14	486191
real	Epithelial-cells_ENCODE_3	-7.23106	-4.9665	vae	2	3	908341	real	-2.86825	-2.78385	vae	10	14	486191
real	Epithelial-cells_ENCODE_3	-0.24743800000000002	2.42387	vae	0	3	908341	real	-2.86825	-2.78385	vae	10	14	486191
real	Chondrocytes_FANTOM_1	-11.4042	-9.53415	vae	0	3	908341	real	-1.4784700000000002	2.2974	vae	10	14	486191
real	Chondrocytes_FANTOM_1	0.12926500000000002	0.758632	vae	2	3	908341	real	-1.4784700000000002	2.2974	vae	10	14	486191
real	Chondrocytes_FANTOM_1	-4.17655	1.82952	vae	1	3	908341	real	-1.4784700000000002	2.2974	vae	10	14	486191
real	Neutrophils_HPCA_3	-3.4205900000000002	-9.48402	vae	1	3	908341	real	-1.6951599999999998	-8.67417	vae	10	14	486191
real	Neutrophils_HPCA_3	0.799936	1.99515	vae	2	3	908341	real	-1.6951599999999998	-8.67417	vae	10	14	486191
real	Neutrophils_HPCA_3	2.43345	9.24188	vae	0	3	908341	real	-1.6951599999999998	-8.67417	vae	10	14	486191
real	Neurons_ENCODE_1	-1.93113	-9.26657	vae	2	3	908341	real	-0.0233465	0.492411	vae	10	14	486191
real	Neurons_ENCODE_1	-1.4565299999999999	-8.48465	vae	0	3	908341	real	-0.0233465	0.492411	vae	10	14	486191
real	Neurons_ENCODE_1	1.33833	15.8803	vae	1	3	908341	real	-0.0233465	0.492411	vae	10	14	486191
real	Monocytes_IRIS_1	-2.86984	-9.122110000000001	vae	1	3	908341	real	-1.0883399999999999	-3.72555	vae	10	14	486191
real	Monocytes_IRIS_1	1.15541	2.97095	vae	2	3	908341	real	-1.0883399999999999	-3.72555	vae	10	14	486191
real	Monocytes_IRIS_1	1.7112599999999998	7.01737	vae	0	3	908341	real	-1.0883399999999999	-3.72555	vae	10	14	486191
real	Keratinocytes_ENCODE_3	-2.37511	-8.93622	vae	2	3	908341	real	-0.409219	-1.43163	vae	10	14	486191
real	Keratinocytes_ENCODE_3	-2.56188	-8.4512	vae	1	3	908341	real	-0.409219	-1.43163	vae	10	14	486191
real	Keratinocytes_ENCODE_3	0.361462	2.77116	vae	0	3	908341	real	-0.409219	-1.43163	vae	10	14	486191
real	Neurons_FANTOM_1	-9.915610000000001	-8.74437	vae	0	3	908341	real	-0.54788	1.96018	vae	10	14	486191
real	Neurons_FANTOM_1	-8.7173	-7.69027	vae	2	3	908341	real	-0.54788	1.96018	vae	10	14	486191
real	Neurons_FANTOM_1	9.520710000000001	8.158489999999999	vae	1	3	908341	real	-0.54788	1.96018	vae	10	14	486191
real	Neurons_ENCODE_2	-9.717839999999999	-8.51604	vae	0	3	908341	real	-0.67061	2.39633	vae	10	14	486191
real	Neurons_ENCODE_2	-5.872319999999999	-5.93668	vae	2	3	908341	real	-0.67061	2.39633	vae	10	14	486191
real	Neurons_ENCODE_2	4.67782	5.31344	vae	1	3	908341	real	-0.67061	2.39633	vae	10	14	486191
real	Monocytes_NOVERSHTERN_1	-12.1581	-8.060210000000001	vae	1	3	908341	real	-4.72858	-7.9368	vae	10	14	486191
real	Monocytes_NOVERSHTERN_1	4.864669999999999	5.35459	vae	2	3	908341	real	-4.72858	-7.9368	vae	10	14	486191
real	Monocytes_NOVERSHTERN_1	6.33878	8.8255	vae	0	3	908341	real	-4.72858	-7.9368	vae	10	14	486191
real	Neutrophils_IRIS_2	-2.58173	-7.872039999999999	vae	1	3	908341	real	-1.54244	-5.24111	vae	10	14	486191
real	Neutrophils_IRIS_2	0.428339	1.09474	vae	2	3	908341	real	-1.54244	-5.24111	vae	10	14	486191
real	Neutrophils_IRIS_2	1.4632	4.5492300000000006	vae	0	3	908341	real	-1.54244	-5.24111	vae	10	14	486191
real	Epithelial-cells_FANTOM_1	-3.3538099999999997	-7.63607	vae	1	3	908341	real	-0.744041	-2.0495799999999997	vae	10	14	486191
real	Epithelial-cells_FANTOM_1	-1.7260099999999998	-7.45852	vae	2	3	908341	real	-0.744041	-2.0495799999999997	vae	10	14	486191
real	Epithelial-cells_FANTOM_1	0.0964166	2.07892	vae	0	3	908341	real	-0.744041	-2.0495799999999997	vae	10	14	486191
real	MSC_HPCA_3	-4.83223	-7.61256	vae	0	3	908341	real	0.85396	4.26604	vae	10	14	486191
real	MSC_HPCA_3	1.0939299999999998	1.01474	vae	2	3	908341	real	0.85396	4.26604	vae	10	14	486191
real	MSC_HPCA_3	-2.4474400000000003	1.35216	vae	1	3	908341	real	0.85396	4.26604	vae	10	14	486191
real	mv-Endothelial-cells_FANTOM_3	-6.94533	-7.4051100000000005	vae	0	3	908341	real	0.62057	6.18733	vae	10	14	486191
real	mv-Endothelial-cells_FANTOM_3	-0.957644	0.42753	vae	2	3	908341	real	0.62057	6.18733	vae	10	14	486191
real	mv-Endothelial-cells_FANTOM_3	-3.50609	0.864776	vae	1	3	908341	real	0.62057	6.18733	vae	10	14	486191
real	Epithelial-cells_FANTOM_3	-5.13175	-7.33656	vae	1	3	908341	real	-1.29555	-4.16728	vae	10	14	486191
real	Epithelial-cells_FANTOM_3	-3.03074	-4.32655	vae	2	3	908341	real	-1.29555	-4.16728	vae	10	14	486191
real	Epithelial-cells_FANTOM_3	0.52371	2.25418	vae	0	3	908341	real	-1.29555	-4.16728	vae	10	14	486191
real	Epithelial-cells_ENCODE_2	-2.8870299999999998	-7.052339999999999	vae	2	3	908341	real	-1.06976	-2.80642	vae	10	14	486191
real	Epithelial-cells_ENCODE_2	-3.81549	-6.40937	vae	1	3	908341	real	-1.06976	-2.80642	vae	10	14	486191
real	Epithelial-cells_ENCODE_2	0.2376	2.19682	vae	0	3	908341	real	-1.06976	-2.80642	vae	10	14	486191
real	Neutrophils_HPCA_1	-2.6543	-7.04305	vae	1	3	908341	real	-1.39725	-8.01131	vae	10	14	486191
real	Neutrophils_HPCA_1	0.535694	1.58189	vae	2	3	908341	real	-1.39725	-8.01131	vae	10	14	486191
real	Neutrophils_HPCA_1	1.9139700000000002	9.814039999999999	vae	0	3	908341	real	-1.39725	-8.01131	vae	10	14	486191
real	Monocytes_FANTOM_3	-15.2962	-6.7067	vae	1	3	908341	real	-5.26616	-4.66999	vae	10	14	486191
real	Monocytes_FANTOM_3	4.20178	5.885619999999999	vae	0	3	908341	real	-5.26616	-4.66999	vae	10	14	486191
real	Monocytes_FANTOM_3	5.8150900000000005	6.30802	vae	2	3	908341	real	-5.26616	-4.66999	vae	10	14	486191
real	Epithelial-cells_HPCA_2	-1.56065	-6.68878	vae	2	3	908341	real	-0.5468069999999999	-4.41033	vae	10	14	486191
real	Epithelial-cells_HPCA_2	-2.0496	-5.14818	vae	1	3	908341	real	-0.5468069999999999	-4.41033	vae	10	14	486191
real	Epithelial-cells_HPCA_2	0.396029	4.99964	vae	0	3	908341	real	-0.5468069999999999	-4.41033	vae	10	14	486191
real	Neutrophils_BLUEPRINT_1	-1.98932	-6.64452	vae	1	3	908341	real	-1.05291	-5.02822	vae	10	14	486191
real	Neutrophils_BLUEPRINT_1	0.33666799999999997	1.20496	vae	2	3	908341	real	-1.05291	-5.02822	vae	10	14	486191
real	Neutrophils_BLUEPRINT_1	1.3507799999999999	7.7715	vae	0	3	908341	real	-1.05291	-5.02822	vae	10	14	486191
real	Epithelial-cells_HPCA_1	-2.22411	-6.631639999999999	vae	1	3	908341	real	-0.628282	-2.521	vae	10	14	486191
real	Epithelial-cells_HPCA_1	-1.8735099999999998	-4.497719999999999	vae	2	3	908341	real	-0.628282	-2.521	vae	10	14	486191
real	Epithelial-cells_HPCA_1	0.32398699999999997	1.6488099999999999	vae	0	3	908341	real	-0.628282	-2.521	vae	10	14	486191
real	Monocytes_BLUEPRINT_3	-2.96731	-6.627160000000001	vae	1	3	908341	real	-1.30368	-6.2898	vae	10	14	486191
real	Monocytes_BLUEPRINT_3	1.15612	3.44938	vae	2	3	908341	real	-1.30368	-6.2898	vae	10	14	486191
real	Monocytes_BLUEPRINT_3	1.91357	7.56318	vae	0	3	908341	real	-1.30368	-6.2898	vae	10	14	486191
real	Monocytes_FANTOM_1	-8.68563	-6.5948199999999995	vae	1	3	908341	real	-3.38818	-4.96935	vae	10	14	486191
real	Monocytes_FANTOM_1	3.51214	4.9063	vae	2	3	908341	real	-3.38818	-4.96935	vae	10	14	486191
real	Monocytes_FANTOM_1	4.20538	8.221	vae	0	3	908341	real	-3.38818	-4.96935	vae	10	14	486191
real	CD4+-memory-T-cells_FANTOM_1	-9.458	-6.5305800000000005	vae	0	3	908341	real	2.8635200000000003	7.16195	vae	10	14	486191
real	CD4+-memory-T-cells_FANTOM_1	1.05531	1.6786599999999998	vae	2	3	908341	real	2.8635200000000003	7.16195	vae	10	14	486191
real	CD4+-memory-T-cells_FANTOM_1	-4.87758	3.84185	vae	1	3	908341	real	2.8635200000000003	7.16195	vae	10	14	486191
real	Astrocytes_FANTOM_1	-12.0128	-6.46237	vae	0	3	908341	real	-2.57151	-0.09464550000000001	vae	10	14	486191
real	Astrocytes_FANTOM_1	-7.4638100000000005	-0.8649620000000001	vae	1	3	908341	real	-2.57151	-0.09464550000000001	vae	10	14	486191
real	Astrocytes_FANTOM_1	11.2781	9.34845	vae	2	3	908341	real	-2.57151	-0.09464550000000001	vae	10	14	486191
real	Preadipocytes_ENCODE_3	-7.56105	-6.45803	vae	0	3	908341	real	2.91715	12.1435	vae	10	14	486191
real	Preadipocytes_ENCODE_3	-4.8711	1.01219	vae	1	3	908341	real	2.91715	12.1435	vae	10	14	486191
real	Preadipocytes_ENCODE_3	2.81164	2.11675	vae	2	3	908341	real	2.91715	12.1435	vae	10	14	486191
real	Chondrocytes_FANTOM_2	-6.594710000000001	-6.273219999999999	vae	0	3	908341	real	-1.0411	0.552329	vae	10	14	486191
real	Chondrocytes_FANTOM_2	-2.05206	1.9618900000000001	vae	1	3	908341	real	-1.0411	0.552329	vae	10	14	486191
real	Chondrocytes_FANTOM_2	2.79913	3.6662199999999996	vae	2	3	908341	real	-1.0411	0.552329	vae	10	14	486191
real	Neutrophils_BLUEPRINT_2	-1.57752	-6.2281	vae	1	3	908341	real	-0.83339	-4.38706	vae	10	14	486191
real	Neutrophils_BLUEPRINT_2	0.274942	1.2466	vae	2	3	908341	real	-0.83339	-4.38706	vae	10	14	486191
real	Neutrophils_BLUEPRINT_2	1.0935	5.351030000000001	vae	0	3	908341	real	-0.83339	-4.38706	vae	10	14	486191
real	Basophils_FANTOM_2	-10.0937	-6.2011400000000005	vae	2	3	908341	real	-5.35995	-4.80943	vae	10	14	486191
real	Basophils_FANTOM_2	-5.42324	-1.4992299999999998	vae	0	3	908341	real	-5.35995	-4.80943	vae	10	14	486191
real	Basophils_FANTOM_2	-4.34125	4.25024	vae	1	3	908341	real	-5.35995	-4.80943	vae	10	14	486191
real	Pericytes_ENCODE_3	-4.76779	-6.1668	vae	0	3	908341	real	0.793773	8.5227	vae	10	14	486191
real	Pericytes_ENCODE_3	0.23562199999999997	1.81696	vae	2	3	908341	real	0.793773	8.5227	vae	10	14	486191
real	Pericytes_ENCODE_3	-2.26609	2.1011900000000003	vae	1	3	908341	real	0.793773	8.5227	vae	10	14	486191
real	mv-Endothelial-cells_ENCODE_1	-7.2504800000000005	-5.96011	vae	0	3	908341	real	-0.8146909999999999	3.34991	vae	10	14	486191
real	mv-Endothelial-cells_ENCODE_1	-5.1671	1.17345	vae	1	3	908341	real	-0.8146909999999999	3.34991	vae	10	14	486191
real	mv-Endothelial-cells_ENCODE_1	1.39914	1.60115	vae	2	3	908341	real	-0.8146909999999999	3.34991	vae	10	14	486191
real	Epithelial-cells_HPCA_3	-3.13417	-5.93726	vae	1	3	908341	real	-0.828729	-1.33558	vae	10	14	486191
real	Epithelial-cells_HPCA_3	-2.38105	-5.30256	vae	2	3	908341	real	-0.828729	-1.33558	vae	10	14	486191
real	Epithelial-cells_HPCA_3	0.166415	1.9563599999999999	vae	0	3	908341	real	-0.828729	-1.33558	vae	10	14	486191
real	MPP_FANTOM_2	-6.13018	-5.9023699999999995	vae	1	3	908341	real	-2.31331	-6.0494900000000005	vae	10	14	486191
real	MPP_FANTOM_2	0.405607	0.686821	vae	2	3	908341	real	-2.31331	-6.0494900000000005	vae	10	14	486191
real	MPP_FANTOM_2	3.30356	12.612	vae	0	3	908341	real	-2.31331	-6.0494900000000005	vae	10	14	486191
real	CD4+-memory-T-cells_FANTOM_3	-6.679410000000001	-5.86373	vae	0	3	908341	real	1.7190400000000001	5.35158	vae	10	14	486191
real	CD4+-memory-T-cells_FANTOM_3	1.01683	1.67468	vae	2	3	908341	real	1.7190400000000001	5.35158	vae	10	14	486191
real	CD4+-memory-T-cells_FANTOM_3	-3.77245	2.43642	vae	1	3	908341	real	1.7190400000000001	5.35158	vae	10	14	486191
real	Basophils_FANTOM_1	-3.20036	-5.79155	vae	2	3	908341	real	-1.5358100000000001	-5.97524	vae	10	14	486191
real	Basophils_FANTOM_1	-1.6367200000000002	-1.3332	vae	0	3	908341	real	-1.5358100000000001	-5.97524	vae	10	14	486191
real	Basophils_FANTOM_1	-2.16466	-0.926848	vae	1	3	908341	real	-1.5358100000000001	-5.97524	vae	10	14	486191
real	Neutrophils_IRIS_1	-1.5572700000000002	-5.7843	vae	1	3	908341	real	-0.8700399999999999	-4.25266	vae	10	14	486191
real	Neutrophils_IRIS_1	0.235359	0.516787	vae	2	3	908341	real	-0.8700399999999999	-4.25266	vae	10	14	486191
real	Neutrophils_IRIS_1	0.9857020000000001	8.53969	vae	0	3	908341	real	-0.8700399999999999	-4.25266	vae	10	14	486191
real	Astrocytes_FANTOM_3	-9.822280000000001	-5.745019999999999	vae	0	3	908341	real	-2.0082	0.133162	vae	10	14	486191
real	Astrocytes_FANTOM_3	-6.16731	-1.32029	vae	1	3	908341	real	-2.0082	0.133162	vae	10	14	486191
real	Astrocytes_FANTOM_3	9.575460000000001	5.66617	vae	2	3	908341	real	-2.0082	0.133162	vae	10	14	486191
real	Monocytes_FANTOM_2	-17.2052	-5.7359	vae	1	3	908341	real	-5.94099	-4.56596	vae	10	14	486191
real	Monocytes_FANTOM_2	6.897539999999999	7.14381	vae	2	3	908341	real	-5.94099	-4.56596	vae	10	14	486191
real	Monocytes_FANTOM_2	5.03101	7.852110000000001	vae	0	3	908341	real	-5.94099	-4.56596	vae	10	14	486191
real	Neurons_ENCODE_3	-6.72145	-5.71516	vae	0	3	908341	real	-0.352704	2.6266700000000003	vae	10	14	486191
real	Neurons_ENCODE_3	-5.6165	-3.13305	vae	2	3	908341	real	-0.352704	2.6266700000000003	vae	10	14	486191
real	Neurons_ENCODE_3	4.37997	6.32258	vae	1	3	908341	real	-0.352704	2.6266700000000003	vae	10	14	486191
real	Monocytes_IRIS_3	-4.20301	-5.70702	vae	1	3	908341	real	-1.54308	-3.24294	vae	10	14	486191
real	Monocytes_IRIS_3	1.9572	7.62529	vae	2	3	908341	real	-1.54308	-3.24294	vae	10	14	486191
real	Monocytes_IRIS_3	1.93251	7.94615	vae	0	3	908341	real	-1.54308	-3.24294	vae	10	14	486191
real	Pericytes_ENCODE_2	-5.38629	-5.68502	vae	0	3	908341	real	0.05867080000000001	2.91885	vae	10	14	486191
real	Pericytes_ENCODE_2	0.662825	2.1113	vae	2	3	908341	real	0.05867080000000001	2.91885	vae	10	14	486191
real	Pericytes_ENCODE_2	-1.79203	3.08364	vae	1	3	908341	real	0.05867080000000001	2.91885	vae	10	14	486191
real	Neutrophils_HPCA_2	-2.63136	-5.6809199999999995	vae	1	3	908341	real	-1.22986	-30.0841	vae	10	14	486191
real	Neutrophils_HPCA_2	0.514688	2.52486	vae	2	3	908341	real	-1.22986	-30.0841	vae	10	14	486191
real	Neutrophils_HPCA_2	1.70075	18.087	vae	0	3	908341	real	-1.22986	-30.0841	vae	10	14	486191
real	Mesangial-cells_FANTOM_3	-7.25432	-5.62054	vae	0	3	908341	real	-3.21373	-0.9123450000000001	vae	10	14	486191
real	Mesangial-cells_FANTOM_3	-7.287939999999999	-0.433515	vae	1	3	908341	real	-3.21373	-0.9123450000000001	vae	10	14	486191
real	Mesangial-cells_FANTOM_3	3.4258800000000003	3.80689	vae	2	3	908341	real	-3.21373	-0.9123450000000001	vae	10	14	486191
real	CD4+-naive-T-cells_NOVERSHTERN_3	-1.95115	-5.17264	vae	1	3	908341	real	-0.503831	-1.3121399999999999	vae	10	14	486191
real	CD4+-naive-T-cells_NOVERSHTERN_3	-0.046345599999999994	0.0523408	vae	2	3	908341	real	-0.503831	-1.3121399999999999	vae	10	14	486191
real	CD4+-naive-T-cells_NOVERSHTERN_3	0.6082529999999999	3.2975	vae	0	3	908341	real	-0.503831	-1.3121399999999999	vae	10	14	486191
real	Smooth-muscle_ENCODE_3	-3.2896099999999997	-5.11273	vae	0	3	908341	real	0.71925	3.68669	vae	10	14	486191
real	Smooth-muscle_ENCODE_3	0.9664530000000001	1.43293	vae	2	3	908341	real	0.71925	3.68669	vae	10	14	486191
real	Smooth-muscle_ENCODE_3	-0.917952	3.9317300000000004	vae	1	3	908341	real	0.71925	3.68669	vae	10	14	486191
real	MPP_FANTOM_1	-5.17555	-4.990880000000001	vae	1	3	908341	real	-2.06026	-2.6402099999999997	vae	10	14	486191
real	MPP_FANTOM_1	0.0248922	0.291367	vae	2	3	908341	real	-2.06026	-2.6402099999999997	vae	10	14	486191
real	MPP_FANTOM_1	2.63579	5.70905	vae	0	3	908341	real	-2.06026	-2.6402099999999997	vae	10	14	486191
real	Smooth-muscle_FANTOM_1	-11.4191	-4.96914	vae	0	3	908341	real	1.03675	9.75088	vae	10	14	486191
real	Smooth-muscle_FANTOM_1	-3.99441	2.38231	vae	1	3	908341	real	1.03675	9.75088	vae	10	14	486191
real	Smooth-muscle_FANTOM_1	2.8426400000000003	4.30244	vae	2	3	908341	real	1.03675	9.75088	vae	10	14	486191
real	Chondrocytes_FANTOM_3	-6.94256	-4.93348	vae	0	3	908341	real	-1.44571	0.226856	vae	10	14	486191
real	Chondrocytes_FANTOM_3	-2.68617	1.2698200000000002	vae	1	3	908341	real	-1.44571	0.226856	vae	10	14	486191
real	Chondrocytes_FANTOM_3	2.66247	3.71277	vae	2	3	908341	real	-1.44571	0.226856	vae	10	14	486191
real	B-cells_FANTOM_1	-1.97091	-4.89354	vae	1	3	908341	real	-0.33016999999999996	-0.556355	vae	10	14	486191
real	B-cells_FANTOM_1	-0.225365	0.183127	vae	0	3	908341	real	-0.33016999999999996	-0.556355	vae	10	14	486191
real	B-cells_FANTOM_1	0.014813999999999999	0.9364319999999999	vae	2	3	908341	real	-0.33016999999999996	-0.556355	vae	10	14	486191
real	MSC_HPCA_1	-2.2915900000000002	-4.80541	vae	0	3	908341	real	0.239587	2.35086	vae	10	14	486191
real	MSC_HPCA_1	-1.1441700000000001	0.811041	vae	1	3	908341	real	0.239587	2.35086	vae	10	14	486191
real	MSC_HPCA_1	0.36987600000000004	1.1523700000000001	vae	2	3	908341	real	0.239587	2.35086	vae	10	14	486191
real	Fibroblasts_ENCODE_1	-6.2104800000000004	-4.71129	vae	0	3	908341	real	0.140306	3.5335	vae	10	14	486191
real	Fibroblasts_ENCODE_1	-2.80386	3.2250099999999997	vae	1	3	908341	real	0.140306	3.5335	vae	10	14	486191
